dataset,task,model,test_metric_count,test_metric_mean,test_metric_std,test_accuracy_count,test_accuracy_mean,test_accuracy_std,test_roc_auc_count,test_roc_auc_mean,test_roc_auc_std,test_macro_f1_count,test_macro_f1_mean,test_macro_f1_std,test_micro_f1_count,test_micro_f1_mean,test_micro_f1_std,test_weighted_f1_count,test_weighted_f1_mean,test_weighted_f1_std,test_balanced_accuracy_count,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_mcc_count,test_mcc_mean,test_mcc_std,test_worst_class_recall_count,test_worst_class_recall_mean,test_worst_class_recall_std,test_nll_count,test_nll_mean,test_nll_std,test_brier_count,test_brier_mean,test_brier_std,test_ece_count,test_ece_mean,test_ece_std,test_link_mrr_count,test_link_mrr_mean,test_link_mrr_std,test_link_hits_at_10_count,test_link_hits_at_10_mean,test_link_hits_at_10_std,test_link_hits_at_50_count,test_link_hits_at_50_mean,test_link_hits_at_50_std,boundary_accuracy_count,boundary_accuracy_mean,boundary_accuracy_std,interior_accuracy_count,interior_accuracy_mean,interior_accuracy_std,chart_ari_count,chart_ari_mean,chart_ari_std,overlap_f1_count,overlap_f1_mean,overlap_f1_std,invariance_error_affine_count,invariance_error_affine_mean,invariance_error_affine_std,invariance_error_nonlinear_count,invariance_error_nonlinear_mean,invariance_error_nonlinear_std,intervention_flip_rate_nonlinear_count,intervention_flip_rate_nonlinear_mean,intervention_flip_rate_nonlinear_std,intervention_test_metric_drop_nonlinear_count,intervention_test_metric_drop_nonlinear_mean,intervention_test_metric_drop_nonlinear_std,intervention_test_metric_nonlinear_count,intervention_test_metric_nonlinear_mean,intervention_test_metric_nonlinear_std,mean_active_charts_count,mean_active_charts_mean,mean_active_charts_std,overlap_ratio_count,overlap_ratio_mean,overlap_ratio_std,membership_entropy_mean_count,membership_entropy_mean_mean,membership_entropy_mean_std,chart_utilization_min_count,chart_utilization_min_mean,chart_utilization_min_std,chart_utilization_max_count,chart_utilization_max_mean,chart_utilization_max_std,cocycle_error_count,cocycle_error_mean,cocycle_error_std,inverse_cycle_error_count,inverse_cycle_error_mean,inverse_cycle_error_std,path_consistency_error_count,path_consistency_error_mean,path_consistency_error_std,triple_cocycle_error_count,triple_cocycle_error_mean,triple_cocycle_error_std,metric_compatibility_error_count,metric_compatibility_error_mean,metric_compatibility_error_std,metric_direction_error_count,metric_direction_error_mean,metric_direction_error_std,metric_scale_error_count,metric_scale_error_mean,metric_scale_error_std,chart_rank_error_count,chart_rank_error_mean,chart_rank_error_std,chart_min_relative_singular_value_count,chart_min_relative_singular_value_mean,chart_min_relative_singular_value_std,chart_condition_number_count,chart_condition_number_mean,chart_condition_number_std,metric_recovery_error_count,metric_recovery_error_mean,metric_recovery_error_std,transition_error_count,transition_error_mean,transition_error_std,local_distortion_count,local_distortion_mean,local_distortion_std,cross_chart_distortion_count,cross_chart_distortion_mean,cross_chart_distortion_std,geometry_error_count,geometry_error_mean,geometry_error_std,runtime_seconds_count,runtime_seconds_mean,runtime_seconds_std,parameters_count,parameters_mean,parameters_std,test_metric_ci95
atlas_het_boundary_stress,node_classification,ambient_vector_gnn,3,0.7634385426839193,0.016164337370607375,3,0.7634385426839193,0.016164337370607375,0,,,3,0.7630589852014679,0.0159616916064451,3,0.7634385461501675,0.016164355407998376,3,0.7633428938257429,0.01582320652701329,3,0.7637134297132401,0.016009902454463678,3,0.6474064936570659,0.02434429856416352,3,0.6973689932594042,0.037898439328848774,3,0.93619438012441,0.23611420525818652,3,0.362519770860672,0.03961263638084278,3,0.12799480557441706,0.03264238800317384,0,,,0,,,0,,,3,0.7640679279963175,0.012326029267568386,3,0.7575757702191671,0.05169311438996392,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,35.699702660242714,4.2102798681506926,3,91875.0,0.0,0.018291669683096506
atlas_het_boundary_stress,node_classification,geometry_moe,3,0.7144827246665955,0.03717030149543479,3,0.7144827246665955,0.03717030149543479,0,,,3,0.7128299256081799,0.03821134157674399,3,0.714482703650566,0.037170287630453415,3,0.7132722561452107,0.038703196442854346,3,0.7143457514776174,0.03711487994782943,3,0.5735539978360255,0.053827431467473985,3,0.6405246199766748,0.06430904607991055,3,0.7846112847328186,0.07881030808697721,3,0.4197167952855428,0.043348815423737565,3,0.1058245698610941,0.03280897724465844,0,,,0,,,0,,,3,0.7186677853266398,0.031112348579586648,3,0.6727273066838583,0.1355277617347604,3,0.05931902695307464,0.011845340666762098,3,0.8137419199877863,0.07969732727503966,0,,,0,,,0,,,0,,,0,,,3,2.3720001379648843,0.5041072162733051,3,0.7540000279744467,0.1454957238614419,3,0.6749476591746012,0.21442307986431214,3,0.1132975469032923,0.046056095100140755,3,0.2668614635864893,0.026879389161006396,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,15.986664851506552,11.993236845077329,3,7828.0,0.0,0.042062155805527704
atlas_het_boundary_stress,node_classification,graphatlas,3,0.7732663949330648,0.014471184961851244,3,0.7732663949330648,0.014471184961851244,0,,,3,0.7725524403167293,0.01460661095854559,3,0.7732663797226208,0.014471148810695377,3,0.7727655821450821,0.014820111786409181,3,0.7736298827226707,0.014054424090310026,3,0.6609668747363218,0.02092933580294252,3,0.7199026512459348,0.036057250981558805,3,1.1860621968905132,0.21567596640467668,3,0.3718806902567546,0.014617657601542967,3,0.15488778551419574,0.014771012020130073,0,,,0,,,0,,,3,0.7695523103078207,0.009826608658303104,3,0.8045454621315002,0.09079539979136124,3,0.06142737792932893,0.029334469711446248,3,0.8662975572389037,0.016922679305849,3,7.022000403367203e-08,1.389369776347554e-08,3,6.576141705257517e-08,7.46577815052963e-09,3,0.0,0.0,3,0.0,0.0,3,0.7732663949330648,0.014471184961851244,3,1.8496667544047039,0.03873415335402919,3,0.8496667146682739,0.0387341189871743,3,0.48369234800338745,0.04034760330926547,3,0.043427490939696604,0.048494107539926314,3,0.41910770535469055,0.10207289565600246,3,0.28989712397257483,0.07361787967669596,3,0.20375047624111167,0.06663481733534968,3,0.08614664773146309,0.011477542236899646,3,0.0,0.0,3,0.3466528654098511,0.03698543611554121,3,0.3029452860355377,0.03152838799925116,3,0.43707598249117535,0.06451194992269177,3,6.473910859007686e-05,6.949797622758393e-05,3,0.6765673359235128,0.08109462830023018,3,2.2026094992955527,0.43539708588220505,3,2.2372887134552,0.0909608635572008,3,0.34015029668807983,0.011308971183969901,3,0.7709204660686044,0.014332506267123167,3,0.4590506191228298,0.019018267678277582,3,1.1004836161931355,0.27144740218714447,3,298.23164621988934,142.15717255847557,3,88812.0,0.0,0.016375687365106653
atlas_het_boundary_stress,node_classification,graphatlas_free_transition,3,0.7634305953979492,0.024549501403918844,3,0.7634305953979492,0.024549501403918844,0,,,3,0.7607992983458324,0.02778938510370747,3,0.7634305754822255,0.02454952786697741,3,0.7608813556842177,0.028373885275770835,3,0.7635289086427527,0.023499935687471992,3,0.6477303747646754,0.032834515910214836,3,0.6742923742923743,0.10160858428414637,3,0.9221354325612386,0.12094364421502501,3,0.36752055088678987,0.018097116253097383,3,0.11665067573388414,0.02010185100161907,0,,,0,,,0,,,3,0.7586135665575663,0.03183556741953201,3,0.8060606320699056,0.05109006304423182,3,0.046132682813900865,0.029934194410958088,3,0.7743075887257977,0.08304051375909907,3,0.1913791199525197,0.04466292737730095,3,0.1949427624543508,0.05555079287461923,3,0.12405547996362047,0.044406415743002345,3,0.039167861143747935,0.009875771819016199,3,0.7242627342542013,0.033848663308919946,3,1.6973334153493245,0.10793671676861137,3,0.6973333557446798,0.10793671676861132,3,0.39347632726033527,0.07423354751720578,3,0.0053358630587657,0.0053286211721836904,3,0.4711575508117676,0.06016099019771124,3,0.12079303711652754,0.04278605864091528,3,0.07702444742123284,0.03590812252912585,3,0.043768590937058094,0.007277357364845973,3,0.0,0.0,3,0.16442510982354477,0.016378363674138866,3,0.13340506205956137,0.01420919887473835,3,0.31020052234331763,0.08243501039814874,3,5.610750955990087e-05,7.366828003816108e-05,3,0.4763471186161041,0.20339852762679697,3,3.769973119099935,1.8594615443448514,3,1.119212567806244,0.42615351001135915,3,0.21999830007553098,0.026609322280311144,3,0.5121496004044481,0.07294135853135607,3,0.7001399837516408,0.11939598890340455,3,0.756404717763265,0.021432027737857275,3,120.74821670850118,85.38539946424018,3,88912.0,0.0,0.02778037603828634
atlas_het_boundary_stress,node_classification,graphatlas_no_cocycle,3,0.7504065036773682,0.0007040850226652469,3,0.7504065036773682,0.0007040850226652469,0,,,3,0.7494954875883296,0.0019980227735565234,3,0.7504065040650406,0.0007040856941336826,3,0.7497485281379622,0.001953240733954072,3,0.7510438549113548,0.0017297788281832875,3,0.628234182757447,0.0016124833514702507,3,0.6929984779299847,0.02362250702191276,3,0.9942414164543152,0.11592740841762074,3,0.3991531729698181,0.028782753501169826,3,0.14540109535058335,0.036956241893516914,0,,,0,,,0,,,3,0.7513064940770467,0.015020361126570068,3,0.7378787994384766,0.13223548680627112,3,0.05913606523475481,0.03828689045099576,3,0.8363151323064039,0.047025267585602985,3,7.672048241147424e-08,8.354351955285496e-09,3,7.525807414291802e-08,6.175215717008317e-09,3,0.0,0.0,3,0.0,0.0,3,0.7504065036773682,0.0007040850226652469,3,1.8073334296544392,0.0637913648057219,3,0.8073333501815796,0.06379133179134702,3,0.4621986150741577,0.02714731688203491,3,0.018568443755308733,0.020177017477659934,3,0.42692915598551434,0.04462697697353602,3,0.9941413203875223,0.14471575426455666,3,0.5274020234743754,0.12507785274191846,3,0.4667392869790395,0.09013221574171378,3,0.0,0.0,3,0.3276234567165375,0.04421816350633501,3,0.26547575990358985,0.0385915978740549,3,0.6214770873387655,0.09042621058441579,3,2.786463952967703e-05,4.740703739533075e-05,3,0.6717549363772074,0.14341138540579676,3,2.1856996218363443,0.6700232523402601,3,2.333033879597982,0.1946394634350514,3,0.4575527012348175,0.13754691467316799,3,0.8271038868384103,0.02602108679649925,3,0.4385868304618555,0.023664987455112405,3,1.1408706506093342,0.19161138016038096,3,70.01867095629375,71.71307791645476,3,88812.0,0.0,0.0007967472076416016
atlas_het_boundary_stress,node_classification,graphatlas_no_metric,3,0.7324326634407043,0.027409862104912978,3,0.7324326634407043,0.027409862104912978,0,,,3,0.7314369818708721,0.027125996048573242,3,0.7324326478558904,0.027409877768374877,3,0.7326736451800652,0.027145116831568426,3,0.7319901393308924,0.026747207975493837,3,0.5999900953890621,0.039609318930898516,3,0.6794986108418944,0.04038746910086718,3,0.868705948193868,0.2695969096818281,3,0.38233356674512226,0.06633282223853562,3,0.12597891191641486,0.05116084052324129,0,,,0,,,0,,,3,0.7257552146911621,0.03564148350935617,3,0.789393961429596,0.07903518548312108,3,0.11701286412283753,0.022903077077444156,3,0.8842032356299887,0.005896223289145591,3,8.59916795548088e-08,2.0743391096118494e-08,3,7.425884973599751e-08,1.194581874442949e-09,3,0.0,0.0,3,0.0,0.0,3,0.7324326634407043,0.027409862104912978,3,1.8480000495910645,0.02300000190734855,3,0.8480000495910645,0.023000001907348633,3,0.49917619427045185,0.004129719834218053,3,0.082678310573101,0.02364910642594831,3,0.32353536287943524,0.028665695369868693,3,0.3654317259788513,0.09331993857418279,3,0.18178642789522803,0.04124757532358025,3,0.18364530305067694,0.05467821122343572,3,0.0,0.0,3,1.4908318519592285,0.15424045376297252,3,1.3720955053965251,0.17097347486812495,3,1.1873647371927898,0.17144256167884173,3,0.0,0.0,3,0.612291951974233,0.046893001682345156,3,2.2253518104553223,0.17728608865276058,3,1.1449931065241497,0.25713946758197326,3,1.362562616666158,0.1525649252055734,3,0.5014314558111189,0.07092058488335265,3,0.6861853075649522,0.031809512169465405,3,0.63528444369634,0.20317252565855878,3,70.53580816586812,38.22762293509519,3,88812.0,0.0,0.031017178878855182
atlas_het_boundary_stress,node_classification,graphatlas_no_overlap,3,0.7585605184237162,0.05151308474630051,3,0.7585605184237162,0.05151308474630051,0,,,3,0.7578336356195076,0.0504478800469184,3,0.7585604973696797,0.05151306658670664,3,0.7580020043352654,0.04991473438487782,3,0.759104328781405,0.05170105589886733,3,0.6403474731818665,0.07963539670623175,3,0.6973689932594042,0.037898439328848774,3,0.9719919363657633,0.08749089288877457,3,0.363532155752182,0.04382686417145781,3,0.1447444955507914,0.01545672970639761,0,,,0,,,0,,,3,0.7474943399429321,0.05662102735737295,3,0.8545454740524292,0.05061605027008118,3,0.0,0.0,3,0.0,0.0,3,8.77440674192561e-08,2.709868780389593e-08,3,7.852265326846465e-08,1.7823608653349393e-08,3,0.0,0.0,3,0.0,0.0,3,0.7585605184237162,0.05151308474630051,3,1.0,0.0,3,0.0,0.0,3,1.1052408988021512e-10,0.0,3,0.0,0.0,3,1.0,0.0,3,0.010166761368357834,0.008185733421931692,3,0.010166364159279767,0.008186410754168089,3,3.972098744857554e-07,6.879876823071344e-07,3,0.0,0.0,3,0.002052570896012164,0.0035388718403146424,3,0.0018419273058801224,0.0031773275971384417,3,0.0021064348129584587,0.003615444962239501,3,0.00017768443404026326,0.0002631181836692127,3,0.6264267762502035,0.06213918430443037,3,2.5890142917633057,0.45026567892627334,3,2.5514508883158364,0.3338864502217764,0,,,3,0.8292329030911375,0.054080958417749084,3,0.45663974788775824,0.01975910098548813,3,1.5464818477630615,0.23330540032198302,3,412.269695520401,117.93980862364242,3,88812.0,0.0,0.058292542956326625
atlas_het_boundary_stress,node_classification,graphatlas_no_rank,3,0.7781444390614828,0.010046691354882514,3,0.7781444390614828,0.010046691354882514,0,,,3,0.7772995832339541,0.010438092392515495,3,0.7781444285031086,0.010046656223658792,3,0.7770081074208403,0.011055121715982833,3,0.780086884681615,0.009608998611737083,3,0.6716847709888789,0.014267805859194762,3,0.6911423431971376,0.06389255012917618,3,0.9868923624356588,0.191557006346098,3,0.36551745732625324,0.004839167966215864,3,0.1282214894890785,0.024987068725321714,0,,,0,,,0,,,3,0.7749577164649963,0.012330149357448,3,0.8045454621315002,0.09079539979136124,3,0.05607024698390193,0.021818340046501655,3,0.8778226298691162,0.013698979715125658,3,7.300508760484566e-08,7.058640755302409e-09,3,7.151808508372899e-08,4.55315141714836e-09,3,0.0,0.0,3,0.0,0.0,3,0.7781444390614828,0.010046691354882514,3,1.8720000982284546,0.001999974250793679,3,0.8720000386238098,0.001999974250793457,3,0.49485992391904193,0.021020179053746757,3,0.0405990121265252,0.049515234090570924,3,0.40573984384536743,0.0918183231518039,3,0.2779088268677394,0.09420938317749919,3,0.2004812260468801,0.0722446059497615,3,0.07742760082085924,0.02370987191859926,3,0.0,0.0,3,0.31845571100711817,0.08341630926996851,3,0.2745997458696365,0.07740545319917515,3,0.43855999906857807,0.06204725137781244,3,4.700415593103334e-05,8.141358623943971e-05,3,0.6399811804294586,0.13400452454662118,3,2.3688544829686484,0.6259737751887177,3,2.2786843776702885,0.14682482928971655,3,0.3194531301657359,0.03928461736279819,3,0.7943426242105388,0.03718995614589427,3,0.441567029126739,0.01892424345927038,3,0.9909544984499613,0.0809227456246789,3,96.09590133031209,48.201106754576436,3,88812.0,0.0,0.011368901518084751
atlas_het_boundary_stress,node_classification,graphatlas_no_transport,3,0.7258967161178589,0.025122009837088597,3,0.7258967161178589,0.025122009837088597,0,,,3,0.721680908426587,0.02540117690769585,3,0.7258967001434721,0.025122026783697727,3,0.7229630338150766,0.026465844174854515,3,0.7241438670067563,0.024209360790707932,3,0.5925356706676924,0.03544313375878023,3,0.6221889221889222,0.08886670481099518,3,0.8884472846984863,0.07761041264434203,3,0.39674118161201477,0.04479454581734077,3,0.11814627548058824,0.028846298408819065,0,,,0,,,0,,,3,0.7222315669059753,0.03131764886051265,3,0.7560606201489767,0.05932358536834019,3,0.05610960730556586,0.04229369851692888,3,0.7864470936033889,0.07001538065223739,3,0.1500482062498728,0.05876089201808848,3,0.1351483712593714,0.02769911555279658,3,0.06845209871729209,0.0367304750669752,3,7.969141006466719e-05,0.04231416776463073,3,0.7258170247077942,0.06540274547334504,3,1.7093334197998047,0.1264330774031377,3,0.7093333601951599,0.12643313161783856,3,0.4073405663172404,0.08399891719988437,3,0.007194628318150834,0.012461461788611064,3,0.414261261622111,0.02948031638210748,3,0.1007892029980818,0.057168720187565226,3,0.060496956110000576,0.038678734912304474,3,0.04029224875072634,0.01894125991051791,3,0.0,0.0,3,0.1727650960286458,0.02305940004414399,3,0.14597692588965094,0.01322510778668147,3,0.267881582180659,0.098404402195784,3,0.00028306801171612404,0.0004547309592540616,3,0.5518742700417837,0.12127253669014633,3,3.148711601893107,1.4350145662382876,3,1.3015971978505452,0.4135762296602458,3,0.20998101929823554,0.024062346911460027,3,0.5503924164854515,0.0506247159288829,3,0.5916869397258137,0.09600834449398347,3,0.7359994848569235,0.05528315945533152,3,343.1485313574473,110.52865588205421,3,88812.0,0.0,0.028428230318373958
atlas_het_boundary_stress,node_classification,signature_gnn,3,0.7291248242060343,0.04477837015128669,3,0.7291248242060343,0.04477837015128669,0,,,3,0.7277950923558638,0.045239181882759265,3,0.7291248206599713,0.044778392439577985,3,0.7281003101267868,0.04628403002800536,3,0.7294936246615462,0.04313694131063372,3,0.5954644754835514,0.06489556018353287,3,0.6641913641913643,0.0949996335444602,3,0.7837916413942972,0.043695898573997194,3,0.38705186049143475,0.03436267110495866,3,0.11289085944493606,0.028375210975749923,0,,,0,,,0,,,3,0.7330622871716818,0.05080517219176847,3,0.6909091273943583,0.07085662519737253,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,2.289663553237915,0.6136215122799743,3,34627.0,0.0,0.05067149595900742
